,Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Surprise,Joking
29,"He who sees Me everywhere and sees everything in Me is not destroyed by Me, nor is he destroyed by Me. .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,"He who worships Me in all living entities and who is situated in the unity of all living entities, although present in all respects, is present in Me.   ",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"O Arjuna, a person who sees all things equal to the self-likeness of the self is considered to be the supreme yogī.   ",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,"Arjuna said: O Madhusuda, I have thus described the same yoga as this yoga. .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
33,"My mind is restless, O Kṛṣṇa, and I think it is very difficult to control the wind.   ",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34,"The Supreme Personality of Godhead said: O mighty-armed one, O mighty-armed one, the mind is undoubtedly uncontrolled. .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,"I think that yoga is difficult to attain by the uncontrolled self, but I can attain it by myself, but I can attain it. .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Arjuna said: A person who is devoted to yoga and who has attained perfection in yoga has attained perfection in yoga. .,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,"O mighty-armed one, I wondered, O mighty-armed one, I wonder the path of the Supreme Personality of Godhead. .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38,"O Kṛṣṇa, You should cut off this doubt of Me, and You should cut off the end of my doubt. There is no one else who can cut off this doubt. .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
39,"The Supreme Personality of Godhead said: O son of Pārtha, no one who does good in this world does not cause any destruction in this world.   ",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,"After obtaining the pious activities of the pious, the Lord is born in the home of the auspicious ones who have attained eternal life. .",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Or maybe it is only the most rare in this world for the wise in the family of the yogīs alone.   ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
42,"There, O son of the Kurus, the union of intelligence is attained by the previous embodied soul. .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43,"By the same practice of previous practices, even though he is injured, even though he is injured by the Supreme Personality of Godhead, the Supreme Personality of Godhead is transgressed by the Supreme Personality of Godhead.   ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
44,"The yogī, who is very much aware of his own efforts, is completely purified by his own efforts. .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,"The yogī is superior to the ascetics, and the greater yogīs are greater than the yogīs. .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
46,He who worships Me with the innermost part of all the yogīs is considered by Me to be the most righteous. .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
