,Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Surprise,Joking
10,"Fools despise Me, the Supreme Personality of Godhead, who does not know the Supreme Being, the Supreme Personality of Godhead, who takes refuge in the human form. .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11,They were in vain and were deluded by the knowledge of the deceased and became deluded by the demoniac nature of the demon.   ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12,"The great souls, O son of Pṛthā, resort to Me, the divine nature, worship Me with exclusive minds, knowing that I am the Supreme Being, the beginning and the beginning.   ",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Those who are constantly engaged in chanting Me and strive to keep their vows and who are always steadfast in devotional service and worship Me with devotion.   ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,"Others worship Me by performing the sacrifice of knowledge and worship Me in many ways in oneness, separately, in many ways.   ",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,"I am the sacrifice, I am the sacrifice, I am the sacrifice, I am the medicine. I am the mantra, I am the sacrifice, and I am the sacrifice.   ",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,"I am the father of the universe, the mother, the mother, the grandfather, the sacred omkara, the Ṛk, the Sāma and Yajur Veda. .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17,"The destination is the master, the master is the witness, the dwelling place is the shelter, the friend is the source, the annihilation, the place, the treasure, the inexhaustible seed.   ",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"O Arjuna, I am heating up the rain, I am restraining the rain. .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,"The threefold knowledge of the demigods, who are purified by the sacrifices of pure sins, worship Me and pray for heaven after attaining heaven.   ",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,"After enjoying the great world of heaven, they enter into the world of heavenly planets, and when they have attained the customs of the Trinity, they will attain the same way as they have attained the path of the Trinity.   ",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21,"Those who worship Me, thinking of Me, are always engaged in the practice of yoga, I shall bear the safety of yoga.   ",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,"O son of Kunti, those who are devoted to other demigods and who worship Me with faith are also sacrificed to Me.   ",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23,I am the enjoyer and master of all sacrifices but they do not know Me in truth.   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24,"Those who are devoted to the demigods go to the demigods, the forefathers, the forefathers, the vows of all living entities. .",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,"I offer myself with devotion to the Supreme Personality of Godhead who offers me leaves, flowers, fruits and water with devotion to Me. .",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,"Whatever you do, O son of Kunti, please do whatever you do, O son of Kunti.   ",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27,You will be freed from the fruits of your actions by the fruits of auspicious rituals and by the practice of renunciation and yoga You will be liberated. .,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,I am equal to all living beings and I am not hated by Me. Those who worship Me in Me and who worship Me in Me in Me. .,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29,"If a person who is very difficult to conduct himself is a devotee of Me, he should be considered as a saintly person. .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30,"O son of Kunti, I will soon become a righteous person who has attained eternal peace.   ",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"O son of Pṛthā, those who take refuge in Me, O son of Pṛthā, who are born of sinful deeds, who are alive and who are alive, attain to the supreme destination.   ",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,What to speak of the pious devotees of the saintly kings .,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33,"Become a devotee of Me and be My devotee, and please bow down to Me. You will come to Me and thus concentrating on Me in this way, devoted to Me.   ",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
