,Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Surprise,Joking
18,"Therefore, a person who is not attached to it should always perform his duties and perform his duties. .",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19,Janaka and others who have attained perfection by their actions are the only ones who have attained perfection even when they see even the collection of the worlds   ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Whatever the best person performs is the same as that of others.   ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,"I have nothing to do in the three worlds, O son of Pṛthā.   ",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
22,"If I am never lazy in my actions, O son of Pṛthā, I am never lazy in my actions, O son of Pṛthā, in every way.   ",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23,"If I do not perform any activity of these living entities, I shall destroy these living entities. I shall destroy these living beings.   ",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24,"O descendant of Bharata who are attached to the activities of the Supreme Personality of Godhead, who is not attached to the activities of the demigods, one should perform the rituals of acquiring the planetary activities of the Lord. .",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,A learned person should not cause differences in intelligence to those who are ignorant and associated with actions .,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26,The modes of nature of the modes of nature performed by the modes of nature performed by the modes of nature are confused by the ego of egoism   ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
27,"O mighty-armed one, the knowledge of the Absolute Truth is not prepared to think that the modes of nature are present in the modes of nature. .",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,"Those who are deluded by the modes of nature of nature are attached to the modes of nature, and those who know the whole of the Vedas should not move about in the whole world. .",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29,"Having renounced all my activities in Me with the mind of the spiritual master, you should fight without any disraction and free from attachment and fever. .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Those human beings who always follow this opinion of Me are also freed from their faith and are not jealous of them.   ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Those who are jealous of this do not follow My opinion and know that they are deluded by all knowledge   ,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
32,Even though he is aware of his own nature he acts like a person who is aware of his own nature He goes to nature what will he do to restrain his nature .,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
33,"The two senses of passion and hatred are established in the sense of the senses, and the two are obstructed by the senses.   ",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
34,It is better for one’s own religion to be free from the customs of others than the duty of others. .,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,"Arjuna said: Then by whom this sinful man is committed by him, even though he does not wish to do so, O Vārṣṇa, as if he were engaged in force. .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
36,"The Supreme Personality of Godhead, the Supreme Personality of Godhead, said: This anger, which is the source of all passion, is the source of all the modes of passion. .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,"Just as a fire is covered with smoke as a mirror is covered with dirt, so the embryo is covered by the floor. .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38,O son of Kunti O son of Kunti you are always enveloped in knowledge by this knowledge of the Supreme Personality of Godhead by this knowledge of the Supreme Personality of Godhead .,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,"The senses, the mind, the intellect and the position of the body are called the embodiment of knowledge.   ",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,"O best of the Bhāratas, please control this material world by controlling the senses. Please destroy this knowledge of knowledge. .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,They say that the senses are superior to the senses and the mind is superior to the senses. The mind is the supreme intelligence which is beyond the intellect.   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42,"O mighty-armed one, having thus understood the supreme intelligence of your intellect, you must kill your enemy in the form of lust. .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
